Region	Ordem	Extensão	Indivíduos	DP
Anch	50	2,7	1	3
Anch			2	20
Anch	51	2,7		
Anch	52	1,55	2	2
Anch	53	1,415		
Anch	54	1,55	1	3,5
Anch	55	1,55		
Anch	56	1,415	1	1
Anch	57	2,7		
Anch	58	1,55		
Anch	59	1,415		
Anch	60	2,7	1	10
Anch	61	1,415		
Anch	62	2,7	2	1
Anch			1	5
Anch	63	2,7	1	0,5
Anch	64	1,05		
Anch	65	1,415		
Anch	66	1,55		
Anch	67	2,7		
Anch	68	1,05		
Anch	69	1,55		
Anch	70	1,415		
Anch	71	1,55		
Anch	72	1,415		
